Date,CPU_USAGE,MEM_USAGE,STO_USAGE
2023-01-11 09:17:01.241206,0.0,22.139358520507812,7.0
2023-01-11 09:17:08.182342,1.0,22.140121459960938,7.0
2023-01-11 09:17:15.116977,0.0,22.141265869140625,7.0
2023-01-11 09:17:22.114820,0.0,22.141265869140625,7.0
2023-01-11 09:17:28.875778,0.0,22.140121459960938,7.0
2023-01-11 09:17:35.650012,0.0,22.1405029296875,7.0
2023-01-13 09:23:54.302737,0.0,22.122573852539062,7.0
2023-01-13 09:23:55.876161,0.0,22.290420532226562,7.0
2023-01-13 09:24:00.830046,0.0,22.272491455078125,7.0
2023-01-13 09:24:02.333982,1.0,22.266387939453125,7.0
2023-01-13 09:24:07.384337,0.0,22.272872924804688,7.0
2023-01-13 09:24:08.927825,0.0,22.265625,7.0
2023-01-13 09:24:13.926807,0.0,22.274017333984375,7.0
2023-01-13 09:24:15.442702,1.0,22.264862060546875,7.0
2023-01-13 09:24:20.400822,0.0,22.272491455078125,7.0
2023-01-13 09:24:21.957837,1.0,22.27630615234375,7.0
2023-01-13 09:24:26.942033,0.0,22.272872924804688,7.0
2023-01-13 09:24:28.481344,0.0,22.278594970703125,7.0
2023-01-13 09:24:33.458522,0.0,22.2747802734375,7.0
2023-01-13 09:24:34.999291,0.0,22.267913818359375,7.0
2023-01-13 09:24:39.941582,0.0,22.275161743164062,7.0
2023-01-13 09:24:41.468186,0.0,22.272109985351562,7.0
2023-01-13 09:24:46.507906,0.0,22.272872924804688,7.0
2023-01-13 09:24:47.948049,5.0,22.265243530273438,7.0
2023-01-13 09:24:52.948175,0.0,22.273635864257812,7.0
2023-01-13 09:24:54.525152,0.0,22.274398803710938,7.0
2023-01-13 09:24:59.381485,0.0,22.271347045898438,7.0
2023-01-13 09:25:00.988352,1.0,22.277450561523438,7.0
2023-01-13 09:25:05.870074,0.0,22.280120849609375,7.0
2023-01-13 09:25:07.464865,0.0,22.270584106445312,7.0
2023-01-13 09:25:12.331138,0.0,22.27935791015625,7.0
2023-01-13 09:25:13.963696,0.0,22.270965576171875,7.0
2023-01-13 09:25:18.773127,0.0,22.27935791015625,7.0
2023-01-13 09:25:20.393053,0.0,22.278213500976562,7.0
2023-01-13 09:25:25.301310,0.0,22.277450561523438,7.0
2023-01-13 09:25:26.854568,1.0,22.270584106445312,7.0
2023-01-13 09:25:31.763642,0.0,22.277450561523438,7.0
2023-01-13 09:25:33.282153,0.0,22.27630615234375,7.0
2023-01-13 09:25:38.320614,1.0,22.269821166992188,7.0
2023-01-13 09:25:39.846018,0.0,22.275924682617188,7.0
2023-01-13 09:25:44.929811,0.0,22.278594970703125,7.0
2023-01-13 09:25:46.410870,0.0,22.275924682617188,7.0
2023-01-13 09:25:51.461331,0.0,22.27935791015625,7.0
2023-01-13 09:25:53.053481,0.0,22.270584106445312,7.0
2023-01-13 09:25:58.020113,0.0,22.27630615234375,7.0
2023-01-13 09:25:59.502801,0.0,22.27325439453125,7.0
2023-01-13 09:26:04.487692,0.0,22.272109985351562,7.0
2023-01-13 09:26:06.062603,0.0,22.27935791015625,7.0
2023-01-13 09:26:11.108841,0.0,22.277450561523438,7.0
2023-01-13 09:26:12.637331,0.0,22.278213500976562,7.0
2023-01-13 09:26:17.669713,0.0,22.27935791015625,7.0
2023-01-13 09:26:19.141575,0.0,22.362899780273438,7.0
2023-01-13 09:26:24.400665,0.0,22.2686767578125,7.0
2023-01-13 09:26:30.851033,3.0,22.596359252929688,7.0
2023-01-13 09:26:37.415268,1.0,22.735214233398438,7.0
2023-01-13 09:26:44.001463,1.0,22.733688354492188,7.0
2023-01-13 09:26:50.584602,0.0,22.276687622070312,7.0
2023-01-13 09:26:57.033815,0.0,22.278976440429688,7.0
2023-01-13 09:27:03.624535,0.0,22.278976440429688,7.0
2023-01-13 09:27:10.370457,0.0,22.278594970703125,7.0
2023-01-13 09:27:16.757661,0.0,22.278594970703125,7.0
2023-01-13 09:27:23.165434,0.0,22.280502319335938,7.0
2023-01-13 09:27:29.638971,0.0,22.27935791015625,7.0
2023-01-13 09:27:36.057056,0.0,22.280120849609375,7.0
2023-01-13 09:27:42.477415,0.0,22.277450561523438,7.0
2023-01-13 09:27:48.997719,0.0,22.271347045898438,7.0
2023-01-13 09:27:55.569118,0.0,22.280120849609375,7.0
2023-01-13 09:28:02.117577,0.0,22.278594970703125,7.0
2023-01-13 09:28:08.603934,3.0,22.278594970703125,7.0
