Date,OCCURRENCE
2023-01-10T08:10:08,1
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T08:10:08,1
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
