Date,OCCURRENCE
2023-01-10T08:14:43,1
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T08:14:43,1
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
2023-01-10T00:05:01,0
