Date,CPU_USAGE,MEM_USAGE,STO_USAGE
2023-01-09 10:27:51.058355,2.0,22.480392456054688,7.0
2023-01-09 10:27:57.517628,0.0,22.33428955078125,7.0
2023-01-09 10:28:03.977002,1.0,22.334671020507812,7.0
2023-01-09 10:28:10.385755,0.0,22.33428955078125,7.0
2023-01-09 10:28:16.851124,1.0,22.334671020507812,7.0
2023-01-09 10:28:23.370276,0.0,22.335433959960938,7.0
2023-01-09 10:28:29.805391,0.0,22.3358154296875,7.0
2023-01-09 10:28:36.321058,0.0,22.334671020507812,7.0
2023-01-09 10:28:42.812424,1.0,22.483062744140625,7.0
2023-01-09 10:28:49.271007,1.0,22.330856323242188,7.0
2023-01-09 10:28:55.737141,1.0,22.327423095703125,7.0
2023-01-09 10:29:02.181711,0.0,22.334671020507812,7.0
2023-01-09 10:29:08.531238,0.0,22.33428955078125,7.0
2023-01-09 10:29:14.885349,0.0,22.328948974609375,7.0
2023-01-09 10:29:21.313049,2.0,22.483062744140625,7.0
2023-01-09 10:29:27.646205,0.0,22.339248657226562,7.0
2023-01-09 10:29:34.224242,1.0,22.332382202148438,7.0
2023-01-09 10:29:40.783540,0.0,22.3297119140625,7.0
2023-01-09 10:29:47.249254,0.0,22.335052490234375,7.0
2023-01-09 10:29:53.733841,0.0,22.334671020507812,7.0
2023-01-09 10:30:00.195665,0.0,22.333145141601562,7.0
2023-01-09 10:30:06.559928,0.0,22.3358154296875,7.0
2023-01-09 10:30:12.997791,0.0,22.332382202148438,7.0
2023-01-09 10:30:19.290314,0.0,22.3236083984375,7.0
2023-01-09 10:30:25.739899,0.0,22.33428955078125,7.0
2023-01-09 10:30:32.059800,0.0,22.4822998046875,7.0
2023-01-09 10:30:38.509303,0.0,22.332000732421875,7.0
2023-01-09 10:30:44.926703,1.0,22.335433959960938,7.0
2023-01-09 10:30:51.289053,0.0,22.332382202148438,7.0
2023-01-09 10:30:57.640878,0.0,22.336196899414062,7.0
2023-01-09 10:31:04.116366,0.0,22.333526611328125,7.0
2023-01-09 10:31:10.593887,4.0,22.32513427734375,7.0
2023-01-09 10:31:17.115082,0.0,22.33428955078125,7.0
2023-01-09 10:31:23.600377,1.0,22.336578369140625,7.0
2023-01-09 10:31:30.040217,0.0,22.333145141601562,7.0
2023-01-09 10:31:36.521862,0.0,22.471237182617188,7.0
2023-01-09 10:31:43.245101,0.0,22.32666015625,7.0
2023-01-09 10:31:49.730893,1.0,22.3358154296875,7.0
